Company,Revenue_M$,EBITDA_M$,EBITDA_Margin,Revenue_Growth_1yr,Revenue_CAGR_3yr,EBITDA_Growth_1yr,EBITDA_CAGR_3yr,Gross_Margin,Net_Margin,ROA,ROE,ROIC,Debt_M$,Equity_M$,Debt_to_EBITDA,Debt_to_Equity,Current_Ratio,Quick_Ratio,Interest_Coverage,Working_Capital_M$,Capex_to_Sales,Free_Cash_Flow_Margin,Asset_Turnover,Inventory_Turnover,DSO,DPO,DIO,Cash_Conversion_Cycle,Customer_Concentration,Employee_Count,Revenue_per_Employee,IRR_Y5
Company_01487,402.21,68.38,0.17,0.147,0.106,0.11,-0.032,0.784,0.168,0.025,0.292,0.221,448.57,560.67,6.56,0.8,2.43,1.9,12.16,8.04,0.086,0.092,1.57,9.64,73.1,20.5,69.5,122.1,0.492,345,1165826.0,0.11
Company_01488,698.51,132.72,0.19,-0.079,0.026,0.139,0.279,0.515,0.151,0.12,0.278,0.184,760.49,625.28,5.73,1.22,2.78,1.88,10.28,13.97,0.034,0.053,1.66,10.74,85.1,29.4,28.0,83.7,0.3,2615,267117.0,0.041
Company_01489,394.67,124.72,0.316,0.196,0.25,-0.15,-0.018,0.632,0.269,0.015,0.29,0.204,360.44,983.36,2.89,0.37,2.04,1.88,7.6,7.89,0.052,0.154,0.27,11.99,78.9,45.4,79.7,113.2,0.159,2229,177061.0,0.269
Company_01490,454.21,99.47,0.219,-0.056,0.03,0.019,0.297,0.255,0.162,0.195,0.289,0.058,459.55,506.63,4.62,0.91,2.48,0.65,8.28,9.08,0.02,0.013,1.95,11.54,40.3,40.2,27.3,27.4,0.234,2234,203317.0,-0.022
Company_01491,245.17,92.92,0.379,0.168,0.019,-0.106,0.181,0.7,0.155,0.051,0.25,0.061,338.23,447.95,3.64,0.76,1.83,1.08,7.85,4.9,0.076,-0.039,0.66,9.21,71.7,66.9,39.8,44.6,0.238,448,547254.0,0.221
Company_01492,379.52,58.07,0.153,0.212,0.137,0.116,0.151,0.563,0.279,0.122,0.119,0.236,339.13,254.37,5.84,1.33,2.2,1.5,10.48,7.59,0.048,0.03,1.18,7.79,71.7,44.0,78.0,105.7,0.239,1082,350758.0,0.195
Company_01493,235.0,45.82,0.195,0.19,0.103,0.13,0.03,0.305,0.153,0.191,0.131,0.092,234.6,380.08,5.12,0.62,1.92,0.71,11.15,4.7,0.027,0.098,0.48,11.57,88.9,64.1,98.2,123.0,0.356,3232,72710.0,0.112
Company_01494,82.46,26.8,0.325,0.281,-0.044,0.226,-0.047,0.428,0.129,0.016,0.151,0.209,131.86,82.8,4.92,1.59,1.6,1.91,8.36,1.65,0.097,0.18,0.59,11.65,60.6,57.6,27.2,30.2,0.271,3412,24168.0,0.214
Company_01495,607.41,146.39,0.241,0.195,-0.011,0.327,-0.05,0.25,0.183,0.107,0.246,0.16,784.65,1694.66,5.36,0.46,1.29,1.36,13.2,12.15,0.085,0.136,0.46,11.92,57.1,35.5,23.0,44.6,0.188,2298,264321.0,0.222
Company_01496,671.53,161.84,0.241,0.177,0.193,0.081,0.247,0.666,0.294,0.11,0.282,0.12,571.3,524.67,3.53,1.09,1.58,1.39,14.3,13.43,0.044,0.04,1.86,9.56,72.8,33.4,27.3,66.7,0.273,2390,280975.0,0.261
Company_01497,623.3,43.01,0.069,0.005,0.095,-0.06,0.073,0.647,0.29,0.077,0.16,0.203,149.67,489.1,3.48,0.31,2.76,0.69,10.8,12.47,0.021,0.149,0.92,10.79,78.7,32.3,53.1,99.5,0.415,3900,159821.0,0.022
Company_01498,468.86,89.08,0.19,0.27,-0.006,0.0,0.124,0.494,0.237,0.134,0.125,0.243,277.04,533.31,3.11,0.52,2.8,0.53,4.48,9.38,0.066,0.185,0.94,4.71,65.0,61.1,91.7,95.6,0.135,1761,266246.0,0.218
Company_01499,385.99,55.97,0.145,-0.028,0.09,0.308,0.273,0.471,0.16,0.113,0.111,0.102,109.7,455.06,1.96,0.24,2.72,1.46,4.31,7.72,0.08,0.054,1.71,11.81,71.2,21.7,75.5,125.0,0.364,508,759823.0,0.031
Company_01500,864.7,345.88,0.4,0.262,0.026,-0.112,0.002,0.478,0.267,0.057,0.114,0.12,1096.44,2594.65,3.17,0.42,1.58,0.82,14.99,17.29,0.089,0.198,0.53,5.1,83.0,27.3,58.0,113.7,0.012,886,975959.0,0.5
Company_01501,523.89,82.77,0.158,0.025,0.017,0.176,0.206,0.222,0.137,0.144,0.052,0.109,396.47,477.53,4.79,0.83,2.79,1.73,8.82,10.48,0.048,0.056,1.87,3.18,77.5,32.3,63.1,108.3,0.235,3805,137685.0,0.074
Company_01502,484.39,174.38,0.36,-0.048,0.237,-0.192,0.088,0.421,0.199,0.099,0.109,0.179,503.96,1012.52,2.89,0.5,1.32,0.57,10.6,9.69,0.029,0.163,0.27,8.27,38.4,45.4,50.6,43.6,0.394,3394,142720.0,0.235
Company_01503,35.39,10.16,0.287,0.231,0.059,-0.053,-0.015,0.277,0.07,0.099,0.124,0.195,21.95,42.82,2.16,0.51,2.72,0.76,8.59,0.71,0.029,0.015,1.84,7.86,82.0,41.0,68.3,109.3,0.069,4909,7209.0,0.365
Company_01504,347.84,58.78,0.169,-0.099,-0.036,0.155,0.241,0.311,0.205,0.191,0.244,0.146,396.18,354.75,6.74,1.12,1.55,1.67,10.6,6.96,0.012,0.038,1.05,3.32,62.0,36.0,76.3,102.3,0.499,4043,86035.0,-0.117
Company_01505,386.39,92.73,0.24,0.233,0.241,0.074,0.172,0.777,0.097,0.112,0.187,0.093,416.36,807.25,4.49,0.52,2.31,0.52,7.96,7.73,0.081,0.166,0.66,3.09,72.6,68.7,25.6,29.5,0.184,4909,78711.0,0.24
Company_01506,404.83,139.26,0.344,0.005,0.188,0.096,-0.062,0.357,0.236,0.159,0.133,0.114,165.72,1159.56,1.19,0.14,2.5,0.86,13.36,8.1,0.056,-0.041,1.99,6.38,86.1,45.5,95.4,136.0,0.458,3262,124105.0,0.289
Company_01507,584.37,209.79,0.359,0.254,0.026,0.196,0.117,0.49,0.136,0.175,0.199,0.199,1193.71,2242.86,5.69,0.53,1.15,1.59,5.61,11.69,0.093,0.018,0.86,10.94,77.6,34.8,32.9,75.7,0.22,4591,127286.0,0.181
Company_01508,538.27,57.06,0.106,0.177,0.073,-0.059,0.241,0.733,0.132,0.12,0.247,0.227,288.15,286.07,5.05,1.01,1.58,1.54,14.93,10.77,0.025,0.133,1.39,7.92,76.7,63.6,45.4,58.5,0.308,1900,283300.0,0.155
Company_01509,611.83,103.4,0.169,0.166,0.209,-0.032,-0.073,0.448,0.229,0.159,0.203,0.152,344.32,460.57,3.33,0.75,2.26,0.81,10.03,12.24,0.038,0.086,0.93,4.31,66.5,63.0,56.6,60.1,0.483,52,11765962.0,0.315
Company_01510,767.23,128.13,0.167,0.046,0.057,0.211,0.067,0.517,0.139,0.069,0.068,0.1,663.71,1312.06,5.18,0.51,2.2,1.69,3.16,15.34,0.087,0.092,1.7,4.07,86.7,28.3,21.8,80.2,0.36,2985,257028.0,-0.065
Company_01511,814.86,52.97,0.065,-0.076,0.12,0.123,0.222,0.301,0.22,0.045,0.11,0.183,343.78,543.6,6.49,0.63,2.77,1.13,7.93,16.3,0.065,0.033,1.72,2.78,49.3,68.5,66.3,47.1,0.005,609,1338030.0,-0.176
Company_01512,720.94,186.72,0.259,0.232,0.11,-0.191,0.243,0.371,0.259,0.142,0.121,0.178,427.59,1784.43,2.29,0.24,2.3,1.55,7.16,14.42,0.042,0.091,0.67,2.78,50.2,53.4,51.0,47.8,0.102,4712,153001.0,0.272
Company_01513,955.97,333.63,0.349,-0.032,0.07,0.202,0.21,0.504,0.058,0.186,0.141,0.232,1391.24,1421.93,4.17,0.98,1.41,1.2,14.14,19.12,0.034,0.03,0.82,7.07,89.2,52.1,41.7,78.8,0.146,96,9958021.0,0.229
Company_01514,28.05,5.16,0.184,0.049,0.142,0.172,0.022,0.419,0.154,0.018,0.056,0.107,29.05,57.2,5.63,0.51,2.56,0.51,5.86,0.56,0.063,-0.033,1.37,3.95,85.1,50.5,44.9,79.5,0.303,3872,7244.0,-0.007
Company_01515,203.82,62.98,0.309,0.14,0.092,-0.153,0.103,0.223,0.285,0.155,0.236,0.213,94.47,414.74,1.5,0.23,2.92,0.51,8.06,4.08,0.045,-0.047,1.7,4.56,43.0,46.1,92.2,89.1,0.447,1247,163448.0,0.3
Company_01516,17.49,4.72,0.27,0.093,-0.044,0.249,0.197,0.44,0.247,0.015,0.168,0.184,26.01,29.3,5.51,0.89,2.3,1.98,11.4,0.35,0.034,0.02,1.62,9.48,34.6,36.5,56.9,55.0,0.113,2430,7198.0,0.14
Company_01517,651.0,117.83,0.181,-0.021,0.194,0.113,-0.039,0.689,0.293,0.097,0.274,0.218,657.49,509.68,5.58,1.29,1.93,0.8,3.16,13.02,0.044,0.103,1.07,3.45,67.4,25.7,38.5,80.2,0.262,4774,136364.0,-0.097
Company_01518,899.05,89.01,0.099,-0.044,-0.016,-0.077,0.138,0.27,0.261,0.139,0.179,0.071,384.52,410.31,4.32,0.94,2.62,1.79,4.42,17.98,0.074,0.001,1.97,6.93,57.9,32.5,20.1,45.5,0.464,3954,227377.0,-0.121
Company_01519,251.05,74.81,0.298,-0.051,0.089,0.136,0.188,0.211,0.107,0.087,0.297,0.215,427.17,289.89,5.71,1.47,1.91,0.84,10.53,5.02,0.048,0.12,0.45,4.51,70.4,20.4,79.1,129.1,0.247,3966,63301.0,0.138
Company_01520,927.76,323.79,0.349,0.245,0.124,0.157,0.24,0.271,0.07,0.067,0.225,0.145,1625.43,2528.06,5.02,0.64,1.3,1.18,3.31,18.56,0.053,0.063,1.44,9.17,49.0,64.3,62.2,46.9,0.306,3287,282251.0,0.208
Company_01521,69.66,20.2,0.29,-0.087,0.162,0.352,-0.055,0.612,0.079,0.045,0.272,0.205,59.59,129.47,2.95,0.46,1.16,1.98,5.73,1.39,0.07,0.109,1.0,9.28,78.9,57.9,70.8,91.8,0.28,4036,17260.0,0.026
Company_01522,935.09,52.37,0.056,0.291,0.073,0.245,0.032,0.677,0.081,0.196,0.293,0.099,98.46,228.35,1.88,0.43,1.79,0.7,7.41,18.7,0.054,0.059,0.22,4.78,61.9,41.5,82.7,103.1,0.024,4146,225540.0,0.172
Company_01523,358.11,45.12,0.126,-0.021,0.171,-0.019,0.117,0.229,0.041,0.118,0.168,0.12,305.46,410.68,6.77,0.74,2.42,1.33,4.86,7.16,0.096,0.149,1.04,8.77,89.0,56.8,20.2,52.4,0.36,3572,100255.0,-0.18
Company_01524,110.41,8.17,0.074,-0.056,-0.011,-0.129,0.18,0.733,0.274,0.034,0.208,0.133,36.36,48.5,4.45,0.75,2.39,1.04,6.26,2.21,0.016,-0.029,1.93,7.86,36.0,48.2,79.5,67.3,0.023,3707,29784.0,-0.034
Company_01525,491.01,122.75,0.25,0.131,0.146,0.312,0.192,0.576,0.161,0.019,0.279,0.16,646.89,1114.9,5.27,0.58,2.06,1.36,5.11,9.82,0.071,-0.032,1.49,6.75,87.8,54.3,30.1,63.6,0.18,4034,121718.0,0.144
Company_01526,264.21,83.23,0.315,-0.068,0.198,0.308,0.001,0.511,0.048,0.056,0.194,0.152,353.73,848.77,4.25,0.42,1.88,1.29,12.09,5.28,0.088,0.189,0.34,7.64,83.0,51.4,49.0,80.6,0.261,4061,65060.0,0.087
Company_01527,292.02,25.99,0.089,0.141,0.217,-0.095,-0.094,0.352,0.234,0.112,0.063,0.097,141.91,224.69,5.46,0.63,2.32,0.7,5.15,5.84,0.034,0.028,1.07,6.6,74.2,65.4,97.8,106.6,0.36,1098,265956.0,0.014
Company_01528,314.22,107.78,0.343,0.24,0.124,-0.163,0.178,0.423,0.111,0.153,0.224,0.231,206.94,332.52,1.92,0.62,2.92,1.35,12.23,6.28,0.047,0.015,1.4,7.2,75.3,20.6,51.3,106.0,0.241,4465,70374.0,0.38
Company_01529,805.0,196.42,0.244,-0.081,0.044,0.227,0.264,0.768,0.04,0.196,0.284,0.239,457.66,1090.42,2.33,0.42,1.58,1.04,5.22,16.1,0.044,0.125,1.68,3.83,52.4,23.4,44.9,73.9,0.352,264,3049242.0,0.073
Company_01530,543.77,158.24,0.291,0.22,-0.001,0.234,0.219,0.747,0.073,0.168,0.245,0.097,968.43,511.13,6.12,1.89,2.12,0.89,2.81,10.88,0.092,0.129,0.21,4.92,61.9,47.4,94.3,108.8,0.468,3183,170836.0,0.048
Company_01531,318.19,124.09,0.39,0.058,0.054,-0.094,0.149,0.575,0.204,0.126,0.248,0.128,165.04,771.27,1.33,0.21,2.69,0.71,13.55,6.36,0.039,-0.004,0.98,10.1,55.5,21.3,24.8,59.0,0.08,3376,94251.0,0.376
Company_01532,614.23,48.52,0.079,-0.036,0.112,0.201,0.291,0.547,0.242,0.137,0.07,0.211,181.46,512.13,3.74,0.35,1.52,1.5,11.42,12.28,0.059,-0.017,0.68,3.38,78.6,49.7,48.9,77.8,0.37,1427,430434.0,0.065
Company_01533,718.99,262.43,0.365,-0.03,0.009,-0.033,0.073,0.326,0.091,0.109,0.234,0.207,564.22,2698.36,2.15,0.21,1.52,1.58,4.77,14.38,0.025,0.155,1.44,8.11,63.8,38.3,80.7,106.2,0.379,4273,168264.0,0.183
Company_01534,279.9,26.31,0.094,0.268,0.236,-0.044,0.11,0.772,0.182,0.093,0.058,0.245,116.29,117.41,4.42,0.99,2.76,1.73,5.96,5.6,0.014,0.178,0.4,3.45,69.8,45.7,88.1,112.2,0.309,941,297450.0,0.164
Company_01535,419.41,78.85,0.188,-0.056,0.219,-0.005,-0.095,0.653,0.02,0.159,0.283,0.239,298.84,716.18,3.79,0.42,2.92,1.73,5.0,8.39,0.07,0.011,1.42,9.4,57.2,46.3,89.9,100.8,0.196,3889,107845.0,0.024
Company_01536,130.67,45.47,0.348,0.247,-0.04,0.112,0.278,0.429,0.098,0.044,0.279,0.225,246.9,495.47,5.43,0.5,2.37,1.99,11.59,2.61,0.059,-0.009,0.5,7.73,50.7,22.3,63.8,92.2,0.425,4372,29888.0,0.349
Company_01537,189.34,69.49,0.367,0.118,0.119,0.283,0.133,0.689,0.071,0.073,0.295,0.167,198.05,749.08,2.85,0.26,2.29,0.86,2.17,3.79,0.018,0.125,1.07,10.42,54.2,25.2,59.6,88.6,0.116,4077,46441.0,0.234
Company_01538,684.31,155.34,0.227,-0.084,0.187,0.099,0.056,0.327,0.041,0.196,0.126,0.118,548.35,1590.06,3.53,0.34,2.05,1.35,14.52,13.69,0.096,0.117,0.37,3.79,52.3,42.9,63.5,72.9,0.141,539,1269592.0,0.132
Company_01539,189.62,48.92,0.258,0.086,0.024,-0.021,-0.082,0.328,0.155,0.119,0.185,0.154,117.9,253.19,2.41,0.47,2.56,1.36,6.86,3.79,0.049,0.117,1.71,3.22,31.8,39.8,51.6,43.6,0.412,4293,44170.0,0.206
Company_01540,529.91,157.91,0.298,0.227,0.107,0.33,0.045,0.675,0.197,0.105,0.195,0.204,255.81,1858.78,1.62,0.14,2.93,1.3,5.72,10.6,0.053,0.13,1.55,10.76,72.4,58.6,63.6,77.4,0.156,2459,215498.0,0.327
Company_01541,711.96,242.78,0.341,0.19,0.072,-0.167,-0.099,0.536,0.033,0.172,0.189,0.071,572.96,2298.75,2.36,0.25,1.77,1.03,12.19,14.24,0.053,0.133,0.74,11.44,77.0,39.2,43.9,81.7,0.185,1930,368891.0,0.331
Company_01542,115.81,10.77,0.093,0.096,0.009,0.278,0.03,0.534,0.059,0.155,0.153,0.191,68.82,99.69,6.39,0.69,1.58,0.77,6.18,2.32,0.056,0.145,0.54,7.97,66.2,46.9,40.6,59.9,0.477,3379,34273.0,0.036
Company_01543,571.64,190.93,0.334,0.244,0.134,0.271,0.281,0.544,0.281,0.072,0.297,0.229,744.63,2151.79,3.9,0.35,2.95,1.36,9.41,11.43,0.053,-0.034,1.6,11.23,44.4,20.3,94.5,118.6,0.313,2387,239481.0,0.305
Company_01544,264.0,57.55,0.218,-0.052,0.248,-0.048,-0.038,0.275,0.082,0.129,0.272,0.092,243.44,350.7,4.23,0.69,2.01,0.72,7.31,5.28,0.085,0.193,0.6,3.95,72.0,50.4,45.1,66.7,0.196,1769,149237.0,0.073
Company_01545,963.3,200.37,0.208,0.264,0.06,-0.081,0.118,0.41,0.233,0.045,0.203,0.212,1090.01,1411.75,5.44,0.77,1.35,0.52,10.15,19.27,0.052,0.051,0.8,10.79,35.7,20.7,82.0,97.0,0.293,264,3648864.0,0.275
Company_01546,488.71,96.76,0.198,0.239,0.116,0.325,-0.025,0.544,0.229,0.02,0.212,0.228,598.94,669.56,6.19,0.89,2.76,1.49,3.3,9.77,0.06,0.042,0.57,10.8,85.5,55.3,22.5,52.7,0.298,1550,315297.0,0.11
Company_01547,807.93,184.21,0.228,0.183,0.048,0.135,0.213,0.349,0.11,0.198,0.229,0.063,210.0,745.49,1.14,0.28,1.21,1.16,7.0,16.16,0.038,0.011,0.72,9.17,69.1,66.0,42.4,45.5,0.37,4362,185220.0,0.293
Company_01548,554.72,211.35,0.381,0.227,0.213,-0.172,0.125,0.502,0.077,0.15,0.201,0.242,369.86,1182.95,1.75,0.31,2.04,1.94,13.73,11.09,0.059,0.006,1.05,11.54,73.5,22.4,60.6,111.7,0.454,2187,253644.0,0.408
Company_01549,52.98,12.82,0.242,0.118,0.209,0.334,-0.019,0.534,0.088,0.187,0.227,0.15,45.64,119.67,3.56,0.38,2.52,1.01,14.68,1.06,0.065,0.078,1.67,7.65,61.3,39.8,69.5,91.0,0.102,4743,11170.0,0.261
Company_01550,636.82,244.54,0.384,0.17,0.004,0.009,0.246,0.766,0.178,0.168,0.254,0.142,537.99,820.07,2.2,0.66,2.76,1.99,3.49,12.74,0.076,0.078,1.57,6.05,68.0,41.1,90.8,117.7,0.345,2923,217865.0,0.196
Company_01551,951.89,107.56,0.113,0.124,0.22,0.005,0.214,0.347,0.127,0.091,0.294,0.171,414.11,770.12,3.85,0.54,1.16,0.51,10.56,19.04,0.086,0.006,0.49,6.2,66.8,37.3,62.7,92.2,0.383,200,4759450.0,0.172
Company_01552,605.6,183.5,0.303,0.042,-0.005,0.186,0.281,0.464,0.159,0.174,0.262,0.093,860.62,1745.74,4.69,0.49,2.36,0.59,7.35,12.11,0.068,0.07,1.1,4.08,40.4,20.9,26.7,46.2,0.094,2131,284186.0,0.106
Company_01553,821.0,274.21,0.334,0.128,-0.021,0.197,-0.1,0.789,0.247,0.159,0.082,0.183,1080.39,2638.22,3.94,0.41,2.62,1.49,6.63,16.42,0.023,0.086,0.2,10.37,63.8,37.8,36.3,62.3,0.14,2604,315284.0,0.254
Company_01554,885.36,254.98,0.288,0.003,0.146,0.012,0.083,0.312,0.161,0.059,0.187,0.212,1295.3,2865.87,5.08,0.45,2.25,1.45,2.26,17.71,0.019,0.039,0.32,7.37,60.0,29.3,61.5,92.2,0.022,4598,192553.0,-0.022
Company_01555,235.8,61.78,0.262,0.076,0.066,-0.114,0.3,0.668,0.299,0.128,0.208,0.114,69.19,496.92,1.12,0.14,1.51,1.31,3.47,4.72,0.063,0.138,1.33,2.59,33.8,29.4,23.7,28.1,0.472,485,486186.0,0.125
Company_01556,219.92,54.54,0.248,0.012,0.109,0.131,0.224,0.306,0.206,0.068,0.116,0.101,231.8,265.42,4.25,0.87,2.36,0.79,5.03,4.4,0.033,0.146,1.13,5.78,61.1,21.5,88.3,127.9,0.394,4755,46250.0,-0.001
Company_01557,614.87,215.82,0.351,-0.051,0.146,0.175,0.233,0.71,0.078,0.054,0.169,0.233,1148.16,2144.89,5.32,0.54,2.81,0.64,8.0,12.3,0.081,-0.008,1.88,10.24,88.4,26.1,84.8,147.1,0.208,2808,218971.0,0.128
Company_01558,416.92,140.92,0.338,0.029,-0.034,0.316,0.148,0.493,0.16,0.026,0.283,0.144,983.62,1064.18,6.98,0.92,2.86,0.59,10.69,8.34,0.094,0.109,1.64,2.86,75.7,38.2,31.2,68.7,0.273,2800,148900.0,0.058
Company_01559,841.46,78.26,0.093,0.241,0.038,0.091,0.185,0.783,0.248,0.113,0.115,0.176,127.56,808.17,1.63,0.16,2.42,1.66,9.19,16.83,0.048,0.121,0.6,8.56,42.9,45.8,65.6,62.7,0.445,2305,365059.0,0.295
Company_01560,901.02,312.65,0.347,0.052,0.088,0.187,0.222,0.302,0.081,0.085,0.129,0.221,334.54,1558.65,1.07,0.21,1.45,1.82,7.59,18.02,0.065,0.2,1.23,7.67,66.6,32.1,30.4,64.9,0.124,3832,235130.0,0.271
Company_01561,359.89,70.18,0.195,0.199,0.03,-0.167,-0.063,0.613,0.224,0.027,0.277,0.193,192.29,215.08,2.74,0.89,1.44,1.73,10.12,7.2,0.072,0.158,1.96,3.26,43.6,65.9,98.2,75.9,0.376,1382,260412.0,0.224
Company_01562,244.5,33.99,0.139,-0.03,-0.035,0.337,0.177,0.617,0.029,0.146,0.074,0.114,100.95,187.84,2.97,0.54,1.73,0.72,7.6,4.89,0.08,0.17,1.22,5.99,80.8,43.0,53.8,91.6,0.419,1227,199267.0,0.045
Company_01563,782.72,277.08,0.354,0.07,-0.024,-0.004,0.226,0.631,0.284,0.147,0.27,0.054,1620.92,1287.4,5.85,1.26,1.38,1.67,6.71,15.65,0.054,0.141,0.75,5.83,76.5,24.4,20.0,72.1,0.168,1689,463422.0,0.116
Company_01564,282.06,56.69,0.201,-0.054,0.191,0.179,-0.084,0.261,0.206,0.055,0.126,0.144,142.29,536.1,2.51,0.27,1.47,1.97,14.68,5.64,0.015,0.085,1.2,5.8,89.4,31.9,98.1,155.6,0.245,1679,167993.0,0.243
Company_01565,824.39,274.52,0.333,-0.045,0.223,0.35,0.019,0.373,0.066,0.192,0.175,0.1,680.81,2063.7,2.48,0.33,1.44,1.42,12.97,16.49,0.027,0.062,0.32,3.53,45.7,37.6,32.8,40.9,0.306,94,8770106.0,0.209
Company_01566,429.5,60.99,0.142,0.147,-0.004,0.286,0.03,0.403,0.265,0.158,0.211,0.134,379.36,388.16,6.22,0.98,1.2,1.08,3.33,8.59,0.014,0.053,0.36,10.33,63.0,56.2,58.0,64.8,0.143,3259,131789.0,-0.029
Company_01567,670.87,34.21,0.051,0.143,0.025,0.183,0.242,0.395,0.043,0.163,0.212,0.142,122.13,126.34,3.57,0.97,2.06,0.64,10.66,13.42,0.056,0.156,1.62,2.97,81.6,24.8,69.1,125.9,0.316,91,7372198.0,0.183
Company_01568,104.58,23.32,0.223,-0.015,0.146,0.222,0.212,0.605,0.134,0.011,0.295,0.223,115.43,114.75,4.95,1.01,1.56,0.95,14.94,2.09,0.062,0.039,1.73,11.22,74.0,28.4,49.5,95.1,0.158,3431,30481.0,0.172
Company_01569,627.62,53.35,0.085,0.09,0.236,0.353,0.163,0.233,0.226,0.196,0.059,0.203,120.04,605.79,2.25,0.2,2.99,1.38,10.03,12.55,0.012,0.118,0.54,5.23,35.5,51.5,42.5,26.5,0.106,1471,426662.0,0.145
Company_01570,457.25,143.58,0.314,0.245,0.04,0.287,0.222,0.638,0.282,0.198,0.226,0.089,661.9,697.1,4.61,0.95,1.84,1.13,4.92,9.15,0.037,0.049,0.34,10.77,35.0,37.1,79.3,77.2,0.057,807,566605.0,0.179
Company_01571,590.74,86.84,0.147,-0.03,0.207,0.166,0.081,0.516,0.118,0.106,0.261,0.113,553.17,713.71,6.37,0.78,2.27,1.27,10.72,11.81,0.093,-0.05,0.86,10.52,41.5,52.0,66.5,56.0,0.424,4364,135367.0,-0.05
Company_01572,176.33,36.15,0.205,-0.092,0.102,0.195,0.25,0.304,0.253,0.197,0.197,0.167,194.85,375.56,5.39,0.52,2.9,1.53,4.42,3.53,0.015,0.04,1.48,2.1,79.4,48.2,88.1,119.3,0.121,3707,47567.0,0.017
Company_01573,739.51,59.16,0.08,0.161,0.237,-0.112,-0.006,0.336,0.075,0.126,0.294,0.163,108.85,332.42,1.84,0.33,2.59,1.15,12.66,14.79,0.054,-0.018,1.84,6.74,38.8,33.8,70.1,75.1,0.116,2436,303576.0,0.193
Company_01574,864.17,129.63,0.15,-0.079,-0.009,0.082,0.182,0.259,0.03,0.035,0.154,0.159,232.04,1324.24,1.79,0.18,2.63,0.79,8.85,17.28,0.07,-0.043,0.74,5.24,44.0,49.9,69.3,63.4,0.146,3900,221582.0,0.055
Company_01575,224.57,72.76,0.324,0.292,0.242,-0.019,-0.003,0.475,0.028,0.165,0.237,0.24,117.14,430.34,1.61,0.27,2.87,0.62,5.54,4.49,0.036,0.002,1.08,9.02,75.0,54.1,33.1,54.0,0.359,4948,45386.0,0.246
Company_01576,104.76,10.79,0.103,0.144,0.082,0.059,-0.084,0.557,0.204,0.116,0.222,0.189,70.24,88.24,6.51,0.8,2.69,1.13,6.51,2.1,0.091,0.198,0.53,2.63,65.3,69.7,68.6,64.2,0.475,4339,24144.0,-0.022
Company_01577,33.4,9.25,0.277,0.088,0.236,0.197,0.014,0.549,0.063,0.075,0.058,0.069,43.1,51.2,4.66,0.84,2.79,1.82,11.32,0.67,0.023,-0.015,0.57,4.92,79.0,31.6,91.5,138.9,0.175,3324,10048.0,0.125
Company_01578,645.55,239.5,0.371,0.072,0.088,-0.111,0.097,0.777,0.034,0.055,0.188,0.238,263.45,1960.25,1.1,0.13,2.82,1.52,3.5,12.91,0.072,0.12,0.59,2.77,58.0,29.8,91.4,119.6,0.43,4779,135081.0,0.202
Company_01579,611.02,175.97,0.288,0.129,0.109,-0.19,0.237,0.378,0.293,0.109,0.115,0.143,1061.1,861.98,6.03,1.23,1.99,0.85,13.77,12.22,0.047,0.194,1.03,5.18,77.4,53.4,93.8,117.8,0.442,1113,548985.0,0.112
Company_01580,551.23,184.11,0.334,-0.064,0.191,0.038,0.104,0.657,0.088,0.141,0.182,0.166,544.97,1892.33,2.96,0.29,1.32,1.25,3.56,11.02,0.033,0.093,0.79,6.2,51.8,39.7,87.4,99.5,0.318,363,1518540.0,0.137
Company_01581,239.63,21.09,0.088,0.272,0.167,-0.007,-0.028,0.634,0.15,0.177,0.271,0.214,106.72,154.5,5.06,0.69,2.66,0.83,7.37,4.79,0.05,0.176,0.32,5.02,44.2,45.8,56.1,54.5,0.469,1685,142214.0,0.082
Company_01582,397.0,54.79,0.138,0.15,0.136,0.052,0.297,0.237,0.192,0.124,0.208,0.093,334.77,616.68,6.11,0.54,2.68,0.71,11.94,7.94,0.059,0.086,0.39,8.73,70.6,39.3,68.1,99.4,0.055,108,3675926.0,0.068
Company_01583,598.53,217.27,0.363,-0.026,0.075,0.359,0.008,0.758,0.06,0.089,0.198,0.152,1199.33,1883.61,5.52,0.64,2.16,1.67,12.17,11.97,0.031,0.049,1.35,8.15,55.3,22.9,87.2,119.6,0.372,2017,296743.0,0.129
Company_01584,501.8,150.54,0.3,0.125,0.188,0.224,0.294,0.759,0.12,0.13,0.218,0.222,892.7,1573.34,5.93,0.57,2.56,1.14,3.27,10.04,0.092,0.08,1.33,6.47,86.8,45.9,41.1,82.0,0.089,2059,243711.0,0.139
Company_01585,987.91,270.69,0.274,-0.047,0.234,-0.004,0.275,0.438,0.201,0.104,0.182,0.197,1578.12,2883.44,5.83,0.55,2.83,0.58,5.59,19.76,0.02,0.0,1.61,3.65,71.2,37.3,96.7,130.6,0.205,481,2053867.0,0.002
Company_01586,145.08,40.91,0.282,-0.093,-0.047,-0.092,0.117,0.451,0.199,0.134,0.162,0.12,77.32,316.51,1.89,0.24,2.07,1.73,6.56,2.9,0.06,0.156,1.43,4.97,76.5,41.7,81.6,116.4,0.353,3641,39846.0,0.166
